origin,dest,count
6403,6414,1
6235,6196,6
6260,6329,1
6213,7027,1
7147,6334,13
6371,6152,10
6404,6377,1
6063,6233,4
7039,6737,1
6042,6706,1
6206,7014,3
6019,6132,9
6913,6173,1
6744,6080,1
7121,7009,1
6208,6232,1
6338,6036,2
6175,6261,4
6260,6273,10
6021,6903,23
6281,7030,2
6927,6065,1
6371,6008,1
6246,6025,1
6425,6718,1
6064,6140,4
6120,6184,2
6208,6368,1
6108,6213,1
6042,6316,1
6063,6369,5
6711,7082,1
7065,6270,1
7084,7033,51
6036,6122,2
6153,6199,4
6227,6222,34
6229,7004,1
6743,6307,1
6193,6042,4
6385,6421,6
7037,6212,8
6017,6417,2
6425,7141,2
6232,6211,2
6023,6111,3
6090,6023,1
6141,7064,2
7025,6008,8
6141,6383,2
6169,6014,14
6324,6243,1
6214,6047,21
6397,6371,7
7022,6221,2
6002,6424,1
6350,6083,1
6193,6118,5
6310,6355,2
6743,6717,1
6220,6151,2
6913,6187,1
6129,7025,1
6389,6916,2
7083,6053,6
6206,6307,7
7030,6161,2
6017,6007,2
6127,6203,1
6265,6912,4
6097,6350,1
7003,6304,3
6148,6131,2
6023,6501,24
6305,6366,1
6305,7081,2
6132,6230,1
7079,6005,2
6181,6302,1
7025,6152,1
6241,7045,5
6347,6076,1
6089,6117,5
6036,6902,6
6502,6057,3
6930,6064,1
6277,6272,5
6191,6084,1
6125,7078,1
7041,6014,1
6104,7007,1
6432,6719,6
6748,6029,6
6012,7055,2
7069,7064,5
6073,6141,4
6754,7015,1
7008,6170,1
6007,6381,1
6701,6407,1
6328,6344,22
6007,7066,5
6720,6132,2
6903,6201,16
6139,6044,2
6916,6368,13
6401,6036,14
6061,6201,2
7041,6404,1
7048,7141,1
7081,6095,2
7126,6913,1
7035,7069,3
6366,6419,12
6389,6136,10
6336,6923,7
6047,6057,3
6432,6309,2
7046,7080,3
6277,6328,1
6204,7026,2
6198,6236,1
6118,6161,3
6307,7047,16
6265,6132,8
7001,7025,14
7053,6354,1
6729,6380,1
6243,7083,5
6701,6017,2
6095,7071,22
6026,7143,2
6373,6160,1
6729,7067,8
6165,6503,1
6095,6396,18
6052,6064,2
6401,6426,2
6398,6138,1
6098,6043,8
6233,6199,11
6070,6745,2
6356,6122,1
6147,6222,1
6907,7081,23
7024,6380,1
6247,6359,2
7024,7067,2
6370,6374,5
6738,7069,26
6062,6015,6
6152,6211,9
6221,7064,1
6311,6187,1
6221,6383,5
6344,6338,3
6209,6014,4
6174,6047,39
6410,6162,22
6197,6905,4
6128,6110,6
7108,6715,3
6255,6143,6
6173,6724,1
6018,6314,1
6928,7065,1
6022,7024,1
7059,7015,5
6423,6717,5
6140,6151,15
6110,6921,1
6134,6391,2
6098,6119,2
7148,6189,2
6249,7025,4
6166,6307,6
7076,6706,1
6189,6362,2
7092,6927,1
6247,6203,11
7071,6065,3
6750,7028,5
6016,7068,5
7042,6200,5
6274,6066,1
6316,7113,5
6062,6405,6
6344,6262,5
6105,6912,1
6037,7017,2
6255,6019,2
6344,6728,3
6065,7081,1
6252,6230,17
6209,6404,3
7063,6735,2
6043,6130,8
6912,6745,11
6752,6253,2
6027,6076,4
6421,7026,2
6236,6376,1
6182,6116,2
6117,6738,11
6905,7047,1
6393,6216,1
6136,6747,5
6210,6120,4
6749,7046,13
7026,6346,1
6257,6185,17
6367,6381,1
6747,6260,6
7061,7004,3
6048,6344,1
6178,6140,37
7080,6247,2
6367,7066,2
6314,6368,2
6503,7038,4
6124,6017,12
6014,6213,3
6231,6005,3
6301,6201,3
6329,6196,7
5007,5007,10
6008,6092,1
6728,6008,1
6072,7074,1
7009,7045,3
6217,6253,2
7143,7140,1
6142,6197,4
6072,6393,1
6263,6093,1
6185,6265,1
6164,7026,23
6006,6153,1
6067,7047,14
6105,6132,8
6205,6049,8
7066,6090,3
6014,6349,2
6013,6160,1
6205,6503,1
6433,6081,6
6381,6156,5
7038,6921,11
6307,7084,2
6183,6307,31
7027,6157,6
6927,6928,43
6243,7040,4
6216,6118,5
6309,7145,21
6116,6063,19
7053,7070,4
6355,7012,20
6111,6700,6
6237,6167,2
6080,7081,2
6413,7052,1
7032,6164,31
6015,6002,10
6258,6255,23
6368,6051,12
6196,6334,1
6019,6925,1
6125,6206,1
6315,6179,1
6087,6405,18
7014,6332,8
6222,6154,22
6061,7125,1
6272,6924,15
6366,6190,1
6073,6182,9
6116,6139,3
6143,6386,2
6395,6374,2
6216,6042,3
6137,6146,9
6218,6183,15
6427,7144,26
6095,6745,1
6230,6214,4
6021,6114,3
7001,6711,8
6143,7061,1
6729,6219,2
7014,6268,10
6191,6047,1
6012,6371,6
7069,6340,4
6333,6275,1
6204,6258,6
6087,6015,2
4002,6241,1
6225,6227,6
6158,6274,3
6015,6158,8
6315,6023,4
6371,6165,8
6241,6361,1
6097,6393,1
6906,6177,3
6050,6061,5
6160,6265,20
6927,6108,1
6305,7042,1
6321,6915,14
6248,6089,3
6141,6750,5
6267,6137,8
6057,6248,3
6246,6148,1
6188,6029,1
7025,6191,12
6703,6012,4
6023,6088,2
6208,6205,30
6220,6192,3
6154,6229,23
6019,6105,3
6411,6373,2
6063,6204,12
7083,6090,1
6167,6116,2
6357,6269,1
6703,6148,6
6146,6169,27
6246,6012,1
6929,6193,3
6188,6173,1
6113,7031,1
6141,6340,1
6357,6723,4
6704,6361,11
6350,6040,1
7065,6247,8
6345,6073,1
7043,6011,10
6038,6020,3
6275,6277,2
6254,6208,1
6411,6229,1
6064,6177,2
6154,6373,10
7066,6053,8
6250,6235,4
6176,6118,10
6346,6267,1
6157,6167,10
6035,7012,3
6381,6195,1
6264,6279,4
6421,6258,12
6136,7073,1
6138,6255,1
7073,6060,3
6245,6206,3
6075,6179,3
6072,6350,4
6093,7113,1
6142,6154,10
6020,7021,1
6280,6912,1
7009,6361,1
7007,7147,1
6136,6394,2
6276,6139,1
6360,6421,2
6733,6063,1
6199,6027,4
6257,6146,1
6032,6086,4
6178,6183,4
6150,6214,8
7047,6176,1
6190,7028,29
6094,6187,3
6372,6371,13
6164,6258,5
6145,6227,11
6728,6191,6
7026,6385,6
6372,7096,7
6011,6165,3
6192,6253,2
7127,6278,2
6383,6153,1
7036,6003,5
6200,6265,19
6738,6217,2
6152,6388,2
6221,6750,24
6041,6915,2
6226,6033,2
7042,7124,1
6247,7127,2
6058,6001,1
7113,6234,1
6168,6205,2
6396,6160,2
6140,6192,7
6234,6229,2
6166,7023,1
6187,6260,3
6926,6280,4
6280,6132,4
6180,6049,2
7024,6219,1
6112,6104,5
6070,7071,21
6417,6388,9
7063,7001,31
6018,7030,1
6384,6220,1
6276,6919,2
6207,6116,3
6037,6269,1
6226,6169,2
6126,6012,5
6195,6120,1
7038,6098,2
6221,6340,3
6273,7031,1
6436,7010,4
6044,6280,11
6383,6009,1
6912,6396,1
6180,6113,4
6058,6411,3
6098,6080,43
6907,7042,1
6322,6321,28
6249,6711,6
7024,6343,1
6025,6073,3
6268,6224,1
6233,6410,1
6923,6915,5
6070,6183,11
7113,6021,5
6058,6214,2
6215,6043,7
6721,6916,1
7114,6742,4
6134,6147,8
6249,6114,1
7078,6411,1
6187,6075,4
6268,6421,6
6233,6215,1
6280,6327,3
6091,6027,22
7002,6710,4
6928,6154,1
7114,6208,3
7017,6269,1
6192,6046,1
6200,6070,6
7036,6216,9
6734,6925,3
6383,6346,1
6738,6002,1
6915,7117,1
6037,6126,3
6226,6226,4
6273,6099,1
7078,6001,2
7024,6156,5
6405,7060,10
6215,6119,6
6115,6062,1
6280,6737,2
6750,6043,2
6112,6701,1
6356,7013,12
6398,7009,2
6921,7001,1
6083,7080,3
6384,6035,1
7101,6361,1
7031,6165,11
7082,6057,12
7061,6915,4
6044,6095,1
6084,6404,6
6221,6155,23
7045,7042,19
6107,6732,1
6316,6432,4
6912,6183,4
6738,6158,1
6745,6070,1
5007,6749,1
6255,6395,1
7144,6712,4
6902,6205,1
6245,6013,5
6138,6040,3
6110,7030,1
7009,6174,7
6072,6145,2
6217,6085,7
6923,6730,1
6195,4000,1
6136,6181,3
6006,6385,4
6709,7146,2
7055,6023,2
6360,6224,1
6381,7067,1
7012,6086,1
6171,6124,1
6276,6276,9
6046,6109,2
6190,6080,2
6381,6380,28
6199,6368,3
6412,6228,4
6067,6176,1
6157,6372,11
6407,6341,1
6372,6164,6
7074,6106,1
6752,6085,2
6905,6176,1
6053,6060,12
7028,6051,7
6163,6264,2
6182,7027,1
6231,6389,4
7052,6350,11
6264,6136,3
7026,6190,4
6700,6013,3
7055,6433,1
6145,6032,2
6388,6132,2
6197,7014,2
6046,6053,5
6733,6276,13
6223,6193,17
6176,6257,1
7047,7084,1
6088,6049,12
6102,6097,1
6075,6236,2
6910,6145,1
6157,6228,1
6205,7022,2
6199,6232,4
6081,7046,4
6060,6205,2
7080,6091,3
6412,7095,5
6313,7070,1
6310,6183,8
6220,6387,1
6363,6420,5
6175,6043,5
6129,6114,68
6196,6901,3
6019,6310,1
6254,6147,2
6031,6087,4
6411,6166,2
6063,6011,7
7014,6907,4
6153,6215,2
6744,7145,3
6272,6311,1
6193,7029,6
6906,6362,30
7025,7063,1
6323,7001,4
6371,6370,14
6211,6904,1
6099,6047,4
6113,6099,11
7025,6384,1
6371,7097,1
6918,6905,4
7065,6052,1
6253,6234,5
6416,6215,4
6120,7041,1
6019,6700,1
7039,6105,1
6737,6311,1
6042,6134,1
6175,6119,3
6063,6401,11
6154,6166,30
6711,6147,2
7128,7099,1
6064,6362,1
7083,7038,2
6267,6278,4
6248,7021,5
6057,6107,5
7077,6702,9
6167,6303,1
7070,6061,2
6901,6011,1
6076,6178,4
7077,6248,1
6188,7081,4
6023,7020,1
6141,6155,8
7003,6088,75
6302,7124,17
6260,6051,6
6927,6247,2
7032,6371,10
6204,6117,4
6196,6121,1
6015,6217,5
6258,6040,1
6270,7030,1
6435,7011,1
6177,6085,16
7035,6158,18
6080,6173,1
6033,6041,1
6408,6052,6
6130,6020,1
6183,6112,2
6729,6156,20
6211,6124,4
6137,6743,1
6230,6411,11
6095,6140,1
6727,6097,6
6137,6209,3
6307,6176,19
6237,6372,4
6265,7003,2
6012,6164,2
6191,6252,11
6432,6085,4
6080,6029,1
6380,6152,2
6279,6165,1
6151,6389,1
6104,6136,6
7067,6094,1
6334,6249,1
6315,6236,9
6225,6032,20
6229,6915,2
6340,6089,6
6089,7026,1
7142,7144,6
6143,6193,3
6073,6397,6
7027,6752,12
6165,7022,3
6184,6261,4
6218,7071,2
6230,6001,1
6321,6730,1
6007,6157,1
6328,6192,1
6218,6396,1
6009,6096,3
5006,5003,1
6111,6105,12
6021,6301,2
7008,7041,1
6046,6090,29
6092,6233,2
6190,6119,3
6086,6401,30
7125,6132,1
6223,6150,7
7047,7047,25
6910,6186,3
6436,6901,10
7034,6349,10
7066,7038,1
6381,6219,3
7068,6754,4
6178,6355,1
7080,6052,8
6257,7077,1
6205,6306,1
6259,6251,1
6381,6753,3
6124,6202,1
6197,6330,1
6276,7008,7
6117,6067,1
6266,6913,2
6027,6263,3
6236,6163,18
6093,6432,8
6136,6018,6
6027,6729,18
6306,7080,1
6131,6231,1
6001,6035,24
7026,6153,2
6393,6003,2
7080,6108,1
6313,6744,3
6224,6223,10
6314,6027,1
6733,7008,4
6176,7029,9
6919,6334,2
7125,6068,1
6123,6171,7
6190,6043,2
6178,6745,1
6173,6901,3
6219,6187,6
6301,6014,1
6020,6110,3
6142,7065,1
6138,6083,10
6072,6186,1
6027,6339,5
7021,6220,1
6217,6046,2
6006,6346,1
6329,7064,18
6136,6142,3
6236,6039,2
6915,6369,12
6039,6434,5
6062,6200,1
7019,6231,20
6083,7043,1
7036,7068,1
6410,7090,2
7017,7017,4
6273,6100,1
6228,6734,2
6195,7011,4
6339,6005,2
6174,6252,3
6209,6201,3
6221,6196,51
6274,6329,1
6100,6092,11
6912,6140,4
6207,7027,3
6266,6133,1
7024,6195,8
6096,7070,7
6370,6161,1
6212,7014,3
6168,6189,3
6907,6173,2
6402,6427,8
6035,6903,5
6274,6273,1
6126,7079,14
7042,6015,1
6065,6173,1
6155,6377,1
6339,6415,8
6915,6233,35
6255,6746,3
6112,7035,1
6070,6140,7
6215,6080,6
7076,6059,25
6134,6184,2
6280,7003,3
7057,6026,3
6379,7034,3
6166,6112,1
6004,7067,9
6025,7018,2
6928,6197,2
6402,6037,9
7145,6049,3
6021,7025,1
6073,6354,1
6281,6916,8
6143,6150,14
6265,6737,1
6007,6194,2
6165,6306,3
6374,6006,8
7072,6064,1
6903,6014,2
6015,7069,11
6389,6279,17
7069,6196,1
7041,6201,4
6432,6046,7
6061,6404,4
6156,6163,6
6270,6704,3
6713,6142,1
6413,6039,11
6066,7080,8
6389,6733,63
7067,6057,3
6916,6027,1
6251,6231,1
6170,6335,2
6040,6131,1
7084,6915,2
6408,6091,6
6230,6198,2
6073,6744,1
6420,6306,1
6701,6202,29
7027,6381,9
6401,6379,4
6729,6195,2
6904,6367,4
6165,6716,2
6321,7004,1
6213,6901,2
6701,6748,2
6179,6187,9
7081,6280,1
6061,6014,1
6151,6210,1
6089,6258,8
6748,7081,1
6177,6046,15
6389,6323,2
6735,6704,4
6033,6082,1
6156,6039,2
6359,6434,1
6281,6136,1
6302,6200,1
6232,6004,1
5004,5006,4
7115,6019,1
7003,6501,1
6113,6100,2
6214,6252,2
7140,7141,3
6169,6201,6
6141,6196,2
6005,6152,1
6064,7046,9
6743,6112,3
6106,6133,1
6206,6048,1
6193,6257,2
6711,6184,2
6201,6261,1
7037,6007,5
6246,7079,1
6403,7058,1
6148,6324,1
6078,6120,2
6002,6221,1
6181,6117,13
6059,6415,1
7004,6338,8
6099,6084,2
6908,6260,6
6906,7046,1
6901,6188,2
7096,6275,1
6220,6344,2
6036,6727,31
6254,6184,3
6364,6380,24
6340,6930,7
7128,7100,1
6031,6044,3
6206,6112,2
7030,6374,2
6385,6224,3
6227,6427,1
6743,6048,1
6042,6059,3
7039,6068,2
6227,6199,18
6064,6745,1
6153,6222,1
6063,6026,6
6913,7081,3
6201,7028,8
6229,6058,2
6254,6170,10
6019,6327,2
6364,6374,10
6129,6123,3
6737,6736,6
6411,6151,7
6208,6027,9
6336,7005,1
7030,7067,3
7011,7018,1
6050,6709,11
6090,6398,1
6146,6211,11
6148,7037,1
6099,6070,1
6901,6436,7
6376,6424,1
10002,6117,2
6371,6347,1
6241,6143,2
6141,6038,1
6711,6170,1
6154,6151,18
6063,6436,3
6108,6006,1
6038,6202,1
6253,6749,3
6104,6921,4
6120,6391,42
7039,6132,9
6019,6737,1
6253,6203,1
6038,6748,10
6927,6270,3
6302,7113,1
6908,7029,1
6023,7017,1
6704,6143,1
6241,6019,1
6901,6026,7
6246,6230,58
6167,6334,1
6906,6745,1
6746,6253,1
6012,6009,8
7069,6038,17
6015,6220,5
6196,6116,15
6368,6273,2
7013,6339,10
6279,6008,2
6334,6324,56
6179,6173,17
6049,6377,23
7081,6274,2
6387,6216,1
6118,7067,2
6307,6141,10
6139,7018,1
6373,6381,36
6753,6260,5
6373,7066,2
6309,6080,5
6904,7074,6
6111,6068,4
6130,6017,1
7013,6263,10
6225,6005,1
6089,7011,1
6315,6201,4
6203,6719,1
6012,6419,1
6066,7074,1
6279,6152,3
6203,6253,1
7035,6035,1
7039,6912,1
6156,6197,4
6918,6112,1
6191,6265,1
6170,7026,15
6334,6734,100
6012,6153,3
6073,7047,15
6092,6204,2
6111,6132,7
6211,6049,2
6137,7083,5
7006,6250,1
6230,6036,5
6007,6160,1
6218,7046,20
6137,6364,11
6211,6503,1
7008,6391,1
6216,6260,2
6928,6163,2
6189,6183,2
6304,6745,1
6147,6199,19
6233,6222,33
6280,6310,1
6161,7028,13
6134,6170,2
6187,6042,1
6249,6123,1
6058,6223,1
6180,6721,1
6003,6417,1
6358,6358,7
6195,6258,3
6316,6015,1
6084,6023,54
6037,6111,2
7031,6008,13
6384,6158,2
7019,7078,2
6155,6383,3
6062,7049,10
6383,6371,10
7036,6221,13
6734,6912,16
6043,7036,1
6738,6035,7
6016,6424,7
7101,6746,1
6221,6038,4
6921,7036,1
6187,6118,8
7050,7046,17
6098,7145,1
6268,6006,2
6907,6187,10
6358,6202,2
7114,7082,2
6058,6379,1
7059,6049,1
6391,6031,1
7024,6161,73
6212,6307,1
6003,6007,4
6100,6066,6
6745,6047,1
6107,6705,1
6742,6724,4
6037,6501,9
6311,7081,2
6738,6425,3
6255,7045,5
7031,6152,5
6410,7064,3
7101,6356,1
6384,6002,5
7055,6014,3
6131,7078,3
6394,6384,1
7009,6143,7
6142,6376,1
6249,6903,4
6119,6008,15
7144,6725,3
6219,6173,4
6202,6081,1
6013,6381,2
6171,6113,5
6013,7066,7
7068,7057,1
6434,6049,1
6919,7027,1
6060,6368,3
7002,4002,1
6278,6380,1
6415,6036,1
6145,6005,12
7055,6404,12
6700,6024,2
6075,6201,1
6094,7042,1
7021,7069,8
6219,6029,1
6119,6152,5
6322,6923,1
6163,6253,1
6053,6057,2
6426,6309,43
6236,6197,10
6306,6393,1
7009,6019,5
6372,6153,22
6313,7047,13
6749,6140,1
7047,6354,1
6257,7083,1
7033,6194,1
6150,6036,15
6178,7046,4
6199,6205,5
6367,6160,1
6046,6064,9
6388,6105,3
6176,6260,1
6903,6023,1
6073,7084,8
6216,7144,1
7072,6053,5
6009,6062,1
6139,6266,1
7075,6730,1
6925,6275,1
7054,6205,1
6427,6042,10
6265,6700,2
6143,6167,3
6021,7012,4
6373,6218,1
6040,6106,11
6170,6302,3
7067,6060,12
6389,6704,2
6279,6191,2
6061,6179,8
6713,6175,11
6156,6154,21
6748,6741,1
6061,6433,2
6347,6254,2
7014,6089,2
6122,6394,3
6903,6433,3
6307,6182,1
6237,6386,2
7029,6277,5
6374,6421,7
6727,6063,2
6720,6700,3
6026,6086,16
6009,6138,5
6903,6179,59
6355,6114,2
6184,7028,21
6087,7049,9
6080,6187,2
7060,6313,6
6049,7053,11
6366,6371,1
6361,6412,16
6732,6050,1
6735,6279,1
6170,6258,14
7046,6145,1
6222,7052,3
6151,6227,4
6061,6023,1
6104,6098,5
7032,6385,16
6248,6332,5
6005,6165,3
6186,6253,1
6359,6149,9
6169,6236,15
7022,6003,7
6214,6265,11
6059,6032,4
6148,6703,12
6235,6750,3
6113,6137,6
6246,7114,1
6929,6372,1
6359,6403,2
7084,6102,9
6194,6503,1
6253,7127,1
6154,6192,9
6064,6396,1
6220,6229,5
7030,6753,1
6737,7002,1
6194,6049,9
7030,6219,2
6106,6104,14
6064,7071,18
6213,6116,8
6371,7063,1
6929,6228,1
6023,6269,1
6262,6919,1
6089,4000,1
6908,6257,6
6232,6169,23
7022,6413,1
6132,6012,27
6181,6120,1
6078,6117,5
7003,6126,2
6267,7031,1
7058,6712,31
7072,6929,1
6248,6268,4
6235,6340,1
6397,6009,1
6371,6384,3
6359,6013,26
6194,6113,2
6127,6021,1
6913,7042,5
6336,6321,14
6019,7003,2
6385,6213,1
6082,6141,1
6031,6073,2
6340,6907,2
7084,6058,6
6220,6373,2
6749,6183,2
7012,6128,1
6369,6062,5
6197,6307,3
6259,6266,1
6014,6031,1
6257,7040,5
7080,6065,7
6412,7061,3
7033,6157,6
6278,6219,2
6919,6713,4
6202,6118,8
6102,6063,35
6747,6042,10
6032,6267,1
6105,6700,3
7047,7070,25
6223,6167,3
6013,6218,1
6919,6259,3
6313,6363,1
7139,7139,70
6094,7081,2
6407,7052,5
7026,6164,17
6001,6002,7
6131,6206,1
6182,6334,1
6053,6094,2
6093,6405,4
6236,6154,16
6905,6182,1
6117,6050,1
7116,7087,2
6372,6190,5
6157,6386,3
6381,6374,11
6202,6042,11
6736,6917,8
6386,6417,2
6041,7033,2
6123,6146,2
7012,6072,1
6224,6214,6
6035,6114,5
6086,6026,25
6278,6343,3
6136,6175,9
6006,6371,8
6182,6724,1
7021,6217,4
6327,6275,5
6166,6905,1
7009,6180,7
6093,6015,1
6231,6227,39
6001,6158,1
6006,7096,1
6043,6702,1
6255,6361,7
6083,6393,2
6912,6177,3
6228,6249,2
7042,6178,2
6039,6149,2
6209,6236,1
6044,6061,3
6335,6915,2
6195,7026,1
6226,6388,2
6436,6116,10
6343,6333,8
6155,6750,15
7017,7020,4
6174,6265,2
6043,6248,1
6273,6137,1
7019,6206,12
6083,7074,5
7042,6432,10
6039,6403,2
6037,6088,11
6140,6229,2
7114,7041,1
6096,7047,25
6266,6104,1
6423,6125,3
6173,6116,11
6043,6312,1
6152,6169,49
6915,6204,4
6252,6012,2
6362,6216,3
7101,7128,1
6011,6384,3
7042,6022,1
6344,6040,1
7141,6043,10
7090,7004,3
6166,6125,2
6379,7003,2
6280,7034,1
6020,6907,1
6926,6061,5
6261,6277,8
6396,6381,4
6070,6177,4
6234,7041,1
7050,6156,1
6187,7008,1
6166,6701,3
7024,7071,1
6723,6720,1
6928,7129,8
6370,6362,1
6070,6219,46
6096,6194,8
6907,6370,4
6261,6119,1
6724,6043,18
6051,6266,10
7019,6032,3
6377,6401,6
6062,6003,3
6362,6178,4
6332,6908,3
7045,6165,2
6221,7072,2
6209,6002,8
6044,6255,1
6339,6206,1
6311,6191,16
6912,6343,7
6084,7069,5
6197,6913,3
6738,6398,1
6255,6155,9
7063,6333,2
6022,7032,1
6140,6147,5
6926,6255,1
6161,6138,3
6004,6183,3
6134,6387,9
6424,6062,1
6377,6011,3
7071,6073,5
6039,6227,3
7019,6422,2
6062,6413,7
6209,6158,2
6274,6070,4
6155,6174,11
6436,6732,1
6362,6022,9
7019,6168,7
6062,6159,2
6919,6917,4
7010,6280,1
6912,6753,1
6032,6929,2
6043,6126,4
7038,6117,5
7021,6179,1
6027,6060,7
6094,6152,5
6117,6264,1
6421,7030,2
6306,6164,3
6185,6329,1
6341,10002,4
6231,6149,2
6001,6236,2
6131,6032,5
6182,6100,4
6372,7043,3
7095,6262,1
6058,5006,1
6749,7050,1
6434,7003,28
10002,7067,2
6910,6385,6
6032,6053,5
7033,7084,91
6257,6193,6
6367,6397,9
6910,7062,1
6178,6156,36
6124,6001,13
6197,6133,1
7153,6917,1
6259,6052,1
6014,6205,1
6231,6013,12
6110,6117,4
6072,7062,1
6161,6918,3
6372,7119,1
6008,6084,1
6138,6280,10
6142,6181,4
6094,6008,1
6072,6385,1
6217,6245,5
6185,6273,16
6136,6341,1
6164,7030,3
7061,7148,1
7066,6086,11
7125,6721,8
6278,6177,1
6105,6124,2
6223,6743,1
6159,6073,2
6088,7034,16
7012,6246,1
6228,6907,1
7040,7137,3
6259,6108,1
6224,6020,3
6433,6097,2
6223,6209,20
6013,6176,1
6048,6742,3
6381,6140,9
6124,6411,2
6154,7041,2
6036,6134,1
6229,7012,1
6310,6753,2
7100,6229,1
6227,6234,15
7011,6052,14
6206,6701,21
6120,6166,1
6310,6219,8
6101,6119,2
7037,6204,27
6017,6401,2
6170,6916,1
6908,6139,1
6232,6207,8
6213,6278,1
6929,6146,2
6090,6035,1
6141,7072,6
7079,6403,4
6397,6367,1
6165,6925,1
6059,6206,1
7070,7146,1
6169,6002,2
6214,6051,2
6141,6395,8
6078,6279,2
7003,6248,6
6927,6087,3
7115,6750,1
6743,6701,20
6220,6147,26
6106,6720,4
6364,6183,1
6201,6138,1
6254,6387,2
6031,6247,1
6913,6191,11
6411,7041,15
7030,6177,4
7011,6108,4
6017,6011,14
6114,6070,2
6359,6227,1
6302,6413,2
6269,6023,5
6265,6904,1
6169,6158,31
6139,6928,1
6235,6174,4
6090,6425,1
7149,6217,1
6181,6314,10
6167,6099,1
6002,6022,2
6908,6063,2
6005,6741,1
7147,7031,1
6277,6264,6
7041,6002,2
6156,6360,1
6104,7011,1
6151,6149,18
6361,6236,1
6334,6089,2
7035,7125,2
7086,7017,1
7067,6254,2
6125,6389,1
6170,6136,27
6340,6249,6
6243,6228,5
6908,6919,2
6429,7050,3
6073,6157,9
6262,6257,15
6230,7126,1
6701,6411,18
6137,6193,2
7029,6119,2
6165,6105,6
6007,7070,3
6720,6124,2
6248,6926,10
6903,6217,18
6049,6180,1
7081,6083,12
6251,6168,16
6151,6013,3
7041,6412,1
6061,6217,14
6080,7054,14
6258,6280,7
6222,6181,8
7041,6158,4
6177,6245,1
6414,6403,2
6204,7030,6
6047,6041,1
6179,7063,1
6198,6220,2
7102,7052,1
7035,6398,1
6281,4000,1
6328,6208,1
6118,6177,3
6265,6124,3
6701,6001,1
6095,7067,18
6148,6907,3
6729,6396,1
6139,6108,2
6143,6209,6
6373,6176,1
6211,7003,9
6243,6372,9
7029,6043,8
6183,7035,1
6162,6276,1
6323,6906,1
6250,6223,3
6150,6358,1
6341,6058,1
6199,6421,2
6503,6250,18
7040,6213,7
6322,4002,2
6369,7028,1
7068,6184,4
6381,6183,2
6157,6171,19
6182,6099,5
6219,6347,1
6136,7065,10
6164,6314,3
6029,6038,1
6008,6047,3
6421,6704,1
6142,6142,40
6924,6250,3
6053,6339,1
6046,6250,2
6313,6194,6
6335,7025,2
6199,6031,1
7061,6336,4
7033,7047,3
6150,6202,4
6178,6195,21
6048,6391,1
6504,6123,14
7026,7074,1
6372,6367,3
6707,6039,1
6142,6018,2
6094,6191,1
6301,7069,10
6119,7081,49
7028,6252,9
6212,6913,2
6264,6335,5
6053,6263,1
6421,6314,1
6001,7112,1
6407,6408,10
6053,6729,16
7026,6393,1
6372,7080,2
6145,6231,1
6079,6912,1
6075,6035,2
6011,6173,1
6419,6305,1
6192,6245,1
7036,6015,9
6041,6903,1
6200,6273,1
6710,6196,1
6742,6100,1
6221,6746,1
6316,6221,1
6268,6368,2
6140,6184,99
7113,6222,3
6168,6213,1
6004,6140,1
6112,6112,12
6070,7067,9
6912,7067,2
6207,6100,3
6126,6004,6
6195,6136,19
6100,6718,12
6039,7059,1
6174,6092,2
6273,7027,4
6311,6152,5
7127,6334,1
6083,6164,1
6717,7102,2
6255,6196,3
6721,4000,10
7031,7081,7
6200,6329,2
6504,6903,2
6234,7082,2
6098,6096,4
7144,6921,3
6180,6105,20
6112,6048,3
6923,6903,2
6025,6065,5
6268,6232,3
6724,6080,2
6379,6049,2
6130,6223,2
6183,6311,3
6262,7029,4
6729,6355,15
7027,6141,3
6211,6327,3
6903,7069,11
6042,4002,1
7020,6368,7
6009,7028,1
6184,6138,22
6237,6171,1
6387,6022,2
6204,6314,3
7081,6040,1
6349,6038,3
6087,6159,11
6015,6014,9
6196,6322,1
6087,6413,2
6104,6725,1
6122,6039,1
6049,6409,1
7046,7055,1
6183,6701,6
6073,6194,23
6095,6219,2
6925,6082,1
6137,6150,40
6230,6202,11
6218,6195,2
6162,7008,2
6727,7029,5
6321,6079,1
6706,7056,10
6021,6102,1
6701,6198,1
6191,6051,1
6204,6704,1
6012,6367,3
6387,6432,1
7069,6356,3
7088,7115,1
6222,6018,1
6061,7069,12
6916,7100,1
6203,6067,2
6015,6404,1
6104,6335,3
6713,7065,1
6387,6178,1
6049,6019,1
6012,7080,7
6196,6278,1
4002,6257,1
6225,6231,15
6158,6262,6
7147,6315,2
6321,6903,1
6181,7030,8
6104,4000,6
6267,6121,1
6097,7062,1
7003,7036,1
7115,6383,1
6184,6918,4
7025,6187,2
6220,6184,25
6397,7119,4
6108,6368,3
6334,6930,26
6194,7003,77
6208,6213,22
6416,6406,1
6019,6113,17
6254,6344,10
6042,6727,15
6101,6080,16
6363,6369,16
6411,7082,3
7043,6417,4
6038,6426,1
6063,6212,2
6310,7067,2
6167,6100,1
7022,7113,1
6246,6004,1
6188,6165,12
6260,6718,1
6214,6092,1
6357,6735,5
6146,6435,1
6260,6252,2
6927,6044,1
6031,7039,1
7084,7012,1
7065,6251,1
6038,6036,21
6275,6261,1
6229,6336,1
6064,6161,3
6913,6008,1
6019,6049,1
7062,6078,1
