Case #,Date,IUCR,Description,Location Description,Beat,Ward,Latitude,Longitude
HT152158,2/8/2011 9:15,1821,MANU/DEL:CANNABIS 10GM OR LESS,"SCHOOL, PUBLIC, BUILDING",314,5,41.78218208,-87.58665139
HT152165,2/8/2011 8:40,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PRIVATE, BUILDING",2031,40,41.96951534,-87.70042873
HT152197,2/8/2011 6:00,2093,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1654,41,41.95378797,-87.90747703
HT151985,2/8/2011 2:21,2024,HEROIN(WHITE),STREET,1113,28,41.87769618,-87.73946145
HT152001,2/8/2011 2:16,1811,CANNABIS 30GMS OR LESS,STREET,523,34,41.67334083,-87.64161473
HT151973,2/8/2011 1:48,2027,CRACK,STREET,931,20,41.80398997,-87.66256614
HT151964,2/8/2011 1:06,1811,CANNABIS 30GMS OR LESS,STREET,832,15,41.7717913,-87.68358841
HT151961,2/8/2011 0:50,2027,CRACK,STREET,931,20,41.80330928,-87.66254756
HT152000,2/8/2011 0:45,1811,CANNABIS 30GMS OR LESS,STREET,1533,28,41.87778008,-87.75482417
HT151952,2/8/2011 0:32,1811,CANNABIS 30GMS OR LESS,STREET,1013,22,41.84981364,-87.71997287
HT151954,2/8/2011 0:31,2027,CRACK,STREET,1522,28,41.88169199,-87.75618432
HT151958,2/8/2011 0:30,1811,CANNABIS 30GMS OR LESS,ALLEY,1924,44,41.94044939,-87.65397791
HT151956,2/8/2011 0:00,2028,SYNTHETIC DRUGS,STREET,814,23,41.8092448,-87.74457279
HT151951,2/7/2011 23:56,2024,HEROIN(WHITE),STREET,2532,37,41.90958612,-87.7576047
HT151942,2/7/2011 23:51,1811,CANNABIS 30GMS OR LESS,STREET,1133,24,41.87340503,-87.7203018
HT151941,2/7/2011 23:45,1811,CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),1135,2,41.87116056,-87.69715189
HT151917,2/7/2011 23:35,1811,CANNABIS 30GMS OR LESS,STREET,321,20,41.77477557,-87.60595118
HT151945,2/7/2011 23:35,2093,FOUND SUSPECT NARCOTICS,STREET,1124,2,41.87972317,-87.70072802
HT151980,2/7/2011 23:33,2022,COCAINE,APARTMENT,1533,28,41.87684416,-87.74883639
HT151937,2/7/2011 23:30,1811,CANNABIS 30GMS OR LESS,ABANDONED BUILDING,1522,29,41.87834239,-87.75640908
HT151938,2/7/2011 23:30,2024,HEROIN(WHITE),STREET,2233,34,41.68526461,-87.64201055
HT151915,2/7/2011 23:27,2027,CRACK,STREET,713,16,41.79025389,-87.66099689
HT151925,2/7/2011 23:26,2027,CRACK,STREET,831,15,41.76900829,-87.68840763
HT151905,2/7/2011 23:18,2027,CRACK,SIDEWALK,1531,37,41.89568959,-87.75547798
HT151891,2/7/2011 22:50,1811,CANNABIS 30GMS OR LESS,STREET,713,16,41.78186042,-87.66168955
HT151882,2/7/2011 22:30,2027,CRACK,SIDEWALK,732,17,41.76259892,-87.64420133
HT151926,2/7/2011 22:15,1811,CANNABIS 30GMS OR LESS,STREET,2433,48,41.99466601,-87.65993126
HT151872,2/7/2011 22:10,2027,CRACK,SIDEWALK,2433,48,41.99448193,-87.65709328
HT151871,2/7/2011 22:07,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1412,35,41.9330372,-87.71414491
HT151850,2/7/2011 22:00,1811,CANNABIS 30GMS OR LESS,STREET,431,7,41.7219519,-87.56979205
HT151866,2/7/2011 22:00,2024,HEROIN(WHITE),STREET,1311,26,41.89916946,-87.69636706
HT151865,2/7/2011 22:00,1811,CANNABIS 30GMS OR LESS,STREET,1332,2,41.88218631,-87.68769308
HT151844,2/7/2011 21:53,2027,CRACK,SIDEWALK,2433,48,41.99255794,-87.65704008
HT151822,2/7/2011 21:45,2093,FOUND SUSPECT NARCOTICS,ALLEY,815,23,41.80547753,-87.74202513
HT151860,2/7/2011 21:45,2027,CRACK,SIDEWALK,723,6,41.77256498,-87.64445392
HT151858,2/7/2011 21:45,2024,HEROIN(WHITE),STREET,1224,2,41.87276984,-87.68606217
HT151814,2/7/2011 21:41,1811,CANNABIS 30GMS OR LESS,STREET,1021,24,41.86587632,-87.71038417
HT151897,2/7/2011 21:40,2027,CRACK,OTHER,1012,24,41.85529616,-87.72711134
HT151867,2/7/2011 21:34,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1132,24,41.8663138,-87.72286236
HT151853,2/7/2011 21:30,2024,HEROIN(WHITE),RESIDENCE,934,16,41.8011294,-87.6539845
HT151783,2/7/2011 21:20,1811,CANNABIS 30GMS OR LESS,STREET,312,20,41.7776361,-87.6157077
HT151818,2/7/2011 21:19,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1533,28,41.88028731,-87.75299121
HT151851,2/7/2011 21:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,224,3,41.80918225,-87.62242769
HT151775,2/7/2011 21:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,735,17,41.76511839,-87.67368918
HT151834,2/7/2011 21:10,2014,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,712,16,41.78596527,-87.64995356
HT151779,2/7/2011 21:00,1811,CANNABIS 30GMS OR LESS,GAS STATION,2234,34,41.69044598,-87.66427791
HT151790,2/7/2011 20:59,2028,SYNTHETIC DRUGS,VEHICLE NON-COMMERCIAL,932,16,41.79930798,-87.6648778
HT151772,2/7/2011 20:55,1811,CANNABIS 30GMS OR LESS,STREET,712,16,41.78900368,-87.65003496
HT151796,2/7/2011 20:50,2024,HEROIN(WHITE),STREET,111,2,41.87854586,-87.63942822
HT151784,2/7/2011 20:40,1811,CANNABIS 30GMS OR LESS,STREET,214,3,41.82370048,-87.61861292
HT151753,2/7/2011 20:30,1811,CANNABIS 30GMS OR LESS,STREET,611,21,41.74841287,-87.66403549
HT151708,2/7/2011 20:13,1811,CANNABIS 30GMS OR LESS,SIDEWALK,421,7,41.75669672,-87.55292434
HT151694,2/7/2011 19:54,1811,CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,831,18,41.76799262,-87.69326385
HT151695,2/7/2011 19:50,1811,CANNABIS 30GMS OR LESS,SIDEWALK,434,10,41.70258437,-87.5630818
HT151748,2/7/2011 19:45,1822,MANU/DEL:CANNABIS OVER 10 GMS,APARTMENT,132,3,41.85772782,-87.62546198
HT151769,2/7/2011 19:40,2017,MANU/DELIVER:CRACK,SIDEWALK,1122,28,41.88065051,-87.72300133
HT151724,2/7/2011 19:32,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2535,26,41.91711768,-87.72126146
HT151651,2/7/2011 19:30,1811,CANNABIS 30GMS OR LESS,STREET,1324,26,41.89283955,-87.66705106
HT151690,2/7/2011 19:25,1811,CANNABIS 30GMS OR LESS,ALLEY,2535,30,41.91617891,-87.72638486
HT151641,2/7/2011 19:00,2027,CRACK,STREET,1531,37,41.90033381,-87.75294931
HT151622,2/7/2011 18:45,2015,MANU/DELIVER: HALLUCINOGEN,SIDEWALK,1522,29,41.8740496,-87.75516257
HT151661,2/7/2011 18:19,2024,HEROIN(WHITE),SIDEWALK,1132,24,41.87074049,-87.72548947
HT151652,2/7/2011 18:00,1811,CANNABIS 30GMS OR LESS,APARTMENT,434,10,41.70232276,-87.56499646
HT151509,2/7/2011 17:40,1811,CANNABIS 30GMS OR LESS,STREET,1723,33,41.95843482,-87.7202596
HT151324,2/7/2011 16:00,2024,HEROIN(WHITE),STREET,1522,28,41.88091397,-87.75645204
HT151326,2/7/2011 16:00,1811,CANNABIS 30GMS OR LESS,STREET,232,3,41.79490681,-87.62070418
HT151373,2/7/2011 15:20,2024,HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,1011,24,41.86294411,-87.7167453
HT152965,2/7/2011 15:15,1812,CANNABIS MORE THAN 30GMS,OTHER RAILROAD PROP / TRAIN DEPOT,1731,30,41.94273886,-87.74402628
HT151224,2/7/2011 14:58,1811,CANNABIS 30GMS OR LESS,SIDEWALK,732,6,41.76360972,-87.63661405
HT151222,2/7/2011 14:45,1811,CANNABIS 30GMS OR LESS,STREET,531,9,41.69247531,-87.62287944
HT151217,2/7/2011 14:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,323,6,41.7655264,-87.61540646
HT151286,2/7/2011 14:15,2024,HEROIN(WHITE),APARTMENT,1313,27,41.89018467,-87.70581062
HT151259,2/7/2011 14:10,2027,CRACK,RESTAURANT,321,20,41.77659255,-87.60599297
HT151172,2/7/2011 14:08,1811,CANNABIS 30GMS OR LESS,GAS STATION,2533,37,41.90940199,-87.75482163
HT151199,2/7/2011 14:00,1811,CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,634,21,41.73616723,-87.62503611
HT151176,2/7/2011 13:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1112,27,41.89827119,-87.72143411
HT151125,2/7/2011 13:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,512,34,41.7069866,-87.62855727
HT151090,2/7/2011 13:27,1812,CANNABIS MORE THAN 30GMS,SIDEWALK,434,10,41.70439488,-87.56460925
HT151107,2/7/2011 13:10,1811,CANNABIS 30GMS OR LESS,STREET,313,20,41.78455372,-87.61339759
HT151087,2/7/2011 13:05,2092,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,2431,49,42.00754492,-87.66517107
HT151070,2/7/2011 13:00,1811,CANNABIS 30GMS OR LESS,STREET,513,34,41.69281011,-87.63046587
HT151104,2/7/2011 13:00,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",511,6,41.71846955,-87.62066288
HT151035,2/7/2011 12:53,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2311,46,41.96593929,-87.65798354
HT151083,2/7/2011 12:53,2024,HEROIN(WHITE),STREET,1231,2,41.86610668,-87.66590424
HT151085,2/7/2011 12:45,1811,CANNABIS 30GMS OR LESS,GAS STATION,213,3,41.82374812,-87.61525171
HT151111,2/7/2011 12:45,1811,CANNABIS 30GMS OR LESS,POLICE FACILITY/VEH PARKING LOT,2515,29,41.91860772,-87.76558136
HT151020,2/7/2011 12:40,2092,SOLICIT NARCOTICS ON PUBLICWAY,STREET,1331,28,41.88133183,-87.70382248
HT150975,2/7/2011 12:10,1811,CANNABIS 30GMS OR LESS,CTA GARAGE / OTHER PROPERTY,621,17,41.7498085,-87.64387273
HT151135,2/7/2011 12:00,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",222,3,41.81428779,-87.61687608
HT151056,2/7/2011 11:45,2024,HEROIN(WHITE),STREET,934,16,41.79713864,-87.65388729
HT150990,2/7/2011 11:25,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1011,24,41.86295809,-87.71577232
HT150899,2/7/2011 11:05,1811,CANNABIS 30GMS OR LESS,STREET,713,16,41.78584853,-87.66180193
HT150872,2/7/2011 11:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1522,29,41.87857814,-87.75526496
HT150896,2/7/2011 10:57,2014,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,1533,28,41.88168797,-87.7467248
HT150878,2/7/2011 10:45,2024,HEROIN(WHITE),SIDEWALK,1123,28,41.88644454,-87.7124246
HT150922,2/7/2011 10:45,2024,HEROIN(WHITE),SIDEWALK,1121,27,41.89201136,-87.71270123
HT150802,2/7/2011 10:30,1811,CANNABIS 30GMS OR LESS,CTA TRAIN,131,2,41.87601509,-87.64115199
HT150936,2/7/2011 10:25,2017,MANU/DELIVER:CRACK,SIDEWALK,1522,28,41.88043813,-87.75842458
HT150804,2/7/2011 9:15,2093,FOUND SUSPECT NARCOTICS,"SCHOOL, PRIVATE, BUILDING",631,8,41.74912431,-87.60503517
HT150576,2/7/2011 6:15,2093,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,321,6,41.76646184,-87.60575185
HT150805,2/7/2011 6:00,2022,COCAINE,GOVERNMENT BUILDING/PROPERTY,1654,41,41.95378797,-87.90747703
HT152110,2/7/2011 6:00,1812,CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,1134,24,41.8682851,-87.709755
HT150509,2/7/2011 1:30,2024,HEROIN(WHITE),STREET,233,20,41.79090471,-87.62543493
HT150508,2/7/2011 1:25,1811,CANNABIS 30GMS OR LESS,STREET,1533,24,41.87322454,-87.74561991
HT150510,2/7/2011 1:15,1812,CANNABIS MORE THAN 30GMS,STREET,1024,24,41.85004902,-87.70613698
HT150495,2/7/2011 1:15,2026,PCP,STREET,1123,28,41.88350534,-87.70634236
HT150492,2/7/2011 0:30,1811,CANNABIS 30GMS OR LESS,RESTAURANT,423,10,41.73486725,-87.55152163
HT150473,2/7/2011 0:10,1811,CANNABIS 30GMS OR LESS,STREET,725,17,41.76865753,-87.66402672
HT150457,2/7/2011 0:08,2024,HEROIN(WHITE),STREET,623,17,41.75789596,-87.63433385
HT150471,2/7/2011 0:07,1811,CANNABIS 30GMS OR LESS,STREET,614,21,41.74471011,-87.66344735
HT150460,2/7/2011 0:05,1811,CANNABIS 30GMS OR LESS,STREET,713,16,41.79366563,-87.65642497
HT150466,2/6/2011 23:56,2027,CRACK,STREET,933,16,41.79447909,-87.65988925
HT150470,2/6/2011 23:55,1811,CANNABIS 30GMS OR LESS,STREET,613,21,41.73774681,-87.64746421
HT150436,2/6/2011 23:47,1811,CANNABIS 30GMS OR LESS,SIDEWALK,413,8,41.72848589,-87.58561765
HT150472,2/6/2011 23:37,1811,CANNABIS 30GMS OR LESS,STREET,623,17,41.75070445,-87.63229734
HT150419,2/6/2011 23:20,1811,CANNABIS 30GMS OR LESS,SIDEWALK,2521,31,41.93517822,-87.75530174
HT150406,2/6/2011 23:05,1811,CANNABIS 30GMS OR LESS,STREET,312,20,41.7801896,-87.61547758
HT150411,2/6/2011 23:00,2022,COCAINE,STREET,925,11,41.82986625,-87.64594237
HT150424,2/6/2011 22:58,2017,MANU/DELIVER:CRACK,SIDEWALK,1132,24,41.86631141,-87.72292847
HT150393,2/6/2011 22:50,1811,CANNABIS 30GMS OR LESS,STREET,2533,37,41.90963408,-87.75404436
HT150409,2/6/2011 22:45,1811,CANNABIS 30GMS OR LESS,STREET,411,8,41.74583512,-87.58599536
HT150425,2/6/2011 22:23,2027,CRACK,APARTMENT,2033,48,41.97115425,-87.66095489
HT150384,2/6/2011 22:20,1811,CANNABIS 30GMS OR LESS,STREET,831,15,41.77193106,-87.69333101
HT150342,2/6/2011 22:05,2027,CRACK,STREET,324,5,41.76216817,-87.59347011
HT150390,2/6/2011 22:00,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,1135,2,41.87116243,-87.69699399
HT150375,2/6/2011 22:00,2027,CRACK,SIDEWALK,1135,2,41.87115694,-87.69748971
HT150355,2/6/2011 21:57,2027,CRACK,STREET,1522,28,41.88222266,-87.75803034
HT150354,2/6/2011 21:30,1811,CANNABIS 30GMS OR LESS,STREET,1135,2,41.87296431,-87.69828324
HT150374,2/6/2011 21:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1135,2,41.87296671,-87.6982208
HT150324,2/6/2011 21:25,1811,CANNABIS 30GMS OR LESS,SIDEWALK,914,12,41.81222481,-87.68928752
HT150210,2/6/2011 18:02,1811,CANNABIS 30GMS OR LESS,STREET,933,16,41.79999695,-87.65973612
HT150152,2/6/2011 17:03,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1014,24,41.85907248,-87.71582072
HT150153,2/6/2011 16:30,2093,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,1422,26,41.90925191,-87.71090311
HT150109,2/6/2011 16:10,2027,CRACK,ALLEY,1121,27,41.89471377,-87.71156217
HT150035,2/6/2011 15:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,322,6,41.76589181,-87.61109535
HT150144,2/6/2011 15:35,2024,HEROIN(WHITE),STREET,1111,37,41.89881259,-87.73197093
HT150043,2/6/2011 15:20,1811,CANNABIS 30GMS OR LESS,STREET,511,9,41.71421372,-87.62743081
HT150013,2/6/2011 15:00,2024,HEROIN(WHITE),GAS STATION,2232,21,41.71449414,-87.64286946
HT149961,2/6/2011 14:50,1811,CANNABIS 30GMS OR LESS,ALLEY,1523,28,41.88561956,-87.76398958
HT149936,2/6/2011 13:52,1811,CANNABIS 30GMS OR LESS,STREET,2222,21,41.73590545,-87.64747647
HT149922,2/6/2011 13:30,1811,CANNABIS 30GMS OR LESS,STREET,1112,27,41.90258805,-87.72301286
HT149882,2/6/2011 13:15,1811,CANNABIS 30GMS OR LESS,SIDEWALK,233,20,41.78727465,-87.62420249
HT149915,2/6/2011 13:10,2024,HEROIN(WHITE),SIDEWALK,1021,24,41.85727344,-87.71349607
HT149873,2/6/2011 13:05,1811,CANNABIS 30GMS OR LESS,ALLEY,511,9,41.71202306,-87.62020669
HT149850,2/6/2011 13:00,1811,CANNABIS 30GMS OR LESS,STREET,1231,2,41.86365248,-87.6591822
HT149908,2/6/2011 13:00,2024,HEROIN(WHITE),STREET,1122,27,41.89049843,-87.71969032
HT149890,2/6/2011 12:50,2017,MANU/DELIVER:CRACK,RESIDENCE PORCH/HALLWAY,1533,28,41.87937972,-87.74612166
HT149868,2/6/2011 12:43,2024,HEROIN(WHITE),STREET,634,21,41.72205808,-87.62760871
HT149846,2/6/2011 12:40,1811,CANNABIS 30GMS OR LESS,SIDEWALK,621,17,41.75069375,-87.64780648
HT149812,2/6/2011 12:25,1811,CANNABIS 30GMS OR LESS,STREET,2422,49,42.0207482,-87.67293419
HT149806,2/6/2011 12:20,1811,CANNABIS 30GMS OR LESS,STREET,1532,28,41.88829646,-87.74571682
HT149827,2/6/2011 12:12,2024,HEROIN(WHITE),SIDEWALK,1115,28,41.88083098,-87.72598506
HT149789,2/6/2011 12:10,1811,CANNABIS 30GMS OR LESS,STREET,411,8,41.7514114,-87.58597466
HT149829,2/6/2011 12:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,332,5,41.77107993,-87.58642091
HT149798,2/6/2011 11:50,2027,CRACK,STREET,725,17,41.77628476,-87.66275592
HT149831,2/6/2011 11:50,1812,CANNABIS MORE THAN 30GMS,SIDEWALK,523,34,41.67544639,-87.63446532
HT149851,2/6/2011 11:50,2025,HALLUCINOGENS,RESIDENCE,831,15,41.76846891,-87.68960806
HT149754,2/6/2011 11:35,1811,CANNABIS 30GMS OR LESS,SIDEWALK,513,34,41.69948511,-87.62345043
HT149782,2/6/2011 11:35,1811,CANNABIS 30GMS OR LESS,CTA TRAIN,113,42,41.88563008,-87.63151833
HT149795,2/6/2011 11:35,2014,MANU/DELIVER: HEROIN (WHITE),STREET,1133,24,41.87189995,-87.71291785
HT149746,2/6/2011 11:31,2024,HEROIN(WHITE),STREET,711,20,41.79203962,-87.64281896
HT149744,2/6/2011 11:00,1811,CANNABIS 30GMS OR LESS,GAS STATION,1533,28,41.88028731,-87.75299121
HT150415,2/6/2011 11:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1523,28,41.88243453,-87.75868945
HT149724,2/6/2011 10:30,1811,CANNABIS 30GMS OR LESS,SIDEWALK,234,20,41.7892021,-87.61816021
HT149712,2/6/2011 10:15,1811,CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",2422,49,42.02069203,-87.67175712
HT149788,2/6/2011 10:15,2024,HEROIN(WHITE),SIDEWALK,1011,24,41.86412205,-87.7276998
HT149634,2/6/2011 8:58,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),714,15,41.78662867,-87.66475652
HT149605,2/6/2011 7:43,1812,CANNABIS MORE THAN 30GMS,APARTMENT,2512,36,41.9218674,-87.79687385
HT149509,2/6/2011 3:14,2022,COCAINE,SIDEWALK,2525,26,41.9173688,-87.7215236
HT149447,2/6/2011 2:53,1811,CANNABIS 30GMS OR LESS,STREET,2521,31,41.92434389,-87.74662085
HT149482,2/6/2011 2:50,2024,HEROIN(WHITE),SIDEWALK,1122,28,41.88065418,-87.72265979
HT149454,2/6/2011 2:35,2022,COCAINE,STREET,812,13,41.77969689,-87.7619394
HT149419,2/6/2011 1:55,1811,CANNABIS 30GMS OR LESS,STREET,1524,37,41.89214568,-87.75909089
HT149411,2/6/2011 1:13,2022,COCAINE,HOTEL/MOTEL,1711,50,41.99398261,-87.71299537
HT149393,2/6/2011 0:55,2017,MANU/DELIVER:CRACK,SIDEWALK,1523,37,41.8899128,-87.75872893
HT149367,2/6/2011 0:25,2022,COCAINE,SIDEWALK,1033,12,41.85089094,-87.69556895
HT149355,2/5/2011 23:47,1811,CANNABIS 30GMS OR LESS,CTA BUS STOP,725,16,41.77936566,-87.66400704
HT149343,2/5/2011 23:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,725,17,41.76872633,-87.664059
HT149360,2/5/2011 23:45,1811,CANNABIS 30GMS OR LESS,ALLEY,2011,40,41.97879886,-87.69249215
HT149346,2/5/2011 23:20,1811,CANNABIS 30GMS OR LESS,STREET,1311,26,41.9021408,-87.69279274
HT149344,2/5/2011 22:52,1811,CANNABIS 30GMS OR LESS,STREET,1011,24,41.86508274,-87.72255468
HT149302,2/5/2011 22:50,1811,CANNABIS 30GMS OR LESS,CTA TRAIN,1833,42,41.89679256,-87.62775981
HT149293,2/5/2011 22:45,1811,CANNABIS 30GMS OR LESS,STREET,512,9,41.70006335,-87.62198666
HT149287,2/5/2011 22:33,2024,HEROIN(WHITE),SIDEWALK,511,9,41.70720505,-87.62882589
HT149322,2/5/2011 22:30,2022,COCAINE,STREET,1013,22,41.84449052,-87.71499574
HT149288,2/5/2011 22:20,1811,CANNABIS 30GMS OR LESS,STREET,1531,28,41.89393881,-87.7462895
HT149291,2/5/2011 22:00,1821,MANU/DEL:CANNABIS 10GM OR LESS,GAS STATION,1533,28,41.88028731,-87.75299121
HT149277,2/5/2011 21:58,1811,CANNABIS 30GMS OR LESS,STREET,213,4,41.82379447,-87.61126314
HT149267,2/5/2011 21:50,2024,HEROIN(WHITE),STREET,1131,24,41.87136331,-87.74228846
HT149241,2/5/2011 21:45,1811,CANNABIS 30GMS OR LESS,SIDEWALK,1023,12,41.8545574,-87.69608679
HT149321,2/5/2011 21:44,1811,CANNABIS 30GMS OR LESS,STREET,811,23,41.79871828,-87.76262864
HT149242,2/5/2011 21:30,1811,CANNABIS 30GMS OR LESS,STREET,1331,2,41.88297085,-87.69648391
HT149245,2/5/2011 21:30,1811,CANNABIS 30GMS OR LESS,STREET,2423,49,42.01031427,-87.67379276
HT149258,2/5/2011 21:30,2022,COCAINE,STREET,814,23,41.8091445,-87.74428027
HT149250,2/5/2011 21:28,1811,CANNABIS 30GMS OR LESS,STREET,2422,49,42.01947097,-87.66845033
HT149247,2/5/2011 21:00,1811,CANNABIS 30GMS OR LESS,PARK PROPERTY,711,20,41.79002801,-87.63419023
HT149238,2/5/2011 20:55,2024,HEROIN(WHITE),STREET,1523,28,41.88762593,-87.76350168
HT149325,2/5/2011 20:55,2091,FORFEIT PROPERTY,STREET,726,15,41.77598308,-87.67035531
HT149190,2/5/2011 20:30,1811,CANNABIS 30GMS OR LESS,STREET,1331,2,41.88118408,-87.69643555
HT149210,2/5/2011 20:30,1811,CANNABIS 30GMS OR LESS,CONVENIENCE STORE,2313,46,41.96302153,-87.65461327
HT149179,2/5/2011 20:25,1811,CANNABIS 30GMS OR LESS,STREET,332,5,41.76631553,-87.57965085
HT149217,2/5/2011 20:20,2024,HEROIN(WHITE),ALLEY,1114,28,41.88270121,-87.7283286
HT149171,2/5/2011 20:15,1811,CANNABIS 30GMS OR LESS,STREET,2234,34,41.69234364,-87.65235506
HT149174,2/5/2011 20:10,1811,CANNABIS 30GMS OR LESS,SIDEWALK,312,20,41.77793893,-87.61542202
HT149177,2/5/2011 20:00,1811,CANNABIS 30GMS OR LESS,STREET,1522,28,41.8819954,-87.75649006
HT149176,2/5/2011 20:00,1811,CANNABIS 30GMS OR LESS,STREET,1034,12,41.84838237,-87.69304669
HT149142,2/5/2011 19:53,1811,CANNABIS 30GMS OR LESS,STREET,513,9,41.69856824,-87.62074716
HT149155,2/5/2011 19:50,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),934,3,41.79463837,-87.63193247
HT149141,2/5/2011 19:35,2024,HEROIN(WHITE),SIDEWALK,2535,27,41.90356968,-87.72131373
HT149125,2/5/2011 19:10,1811,CANNABIS 30GMS OR LESS,GAS STATION,1531,37,41.89505153,-87.75520091
HT149113,2/5/2011 19:05,2027,CRACK,STREET,831,15,41.76832193,-87.69080455
HT149109,2/5/2011 18:55,2027,CRACK,STREET,1531,28,41.89326121,-87.74687234
HT149096,2/5/2011 18:50,1811,CANNABIS 30GMS OR LESS,STREET,1532,28,41.8834527,-87.74891203
HT149110,2/5/2011 18:37,1811,CANNABIS 30GMS OR LESS,SIDEWALK,624,6,41.75141329,-87.60377427
HT149088,2/5/2011 18:30,1811,CANNABIS 30GMS OR LESS,STREET,522,34,41.67782929,-87.63054836
HT149103,2/5/2011 18:23,1811,CANNABIS 30GMS OR LESS,STREET,1333,27,41.88508104,-87.67075264
HT149062,2/5/2011 18:20,1811,CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,624,6,41.75153075,-87.6041211
HT149100,2/5/2011 18:20,2092,SOLICIT NARCOTICS ON PUBLICWAY,STREET,1522,28,41.88168524,-87.75647816
HT149074,2/5/2011 18:15,2024,HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,1531,37,41.89669893,-87.74886474
HT149068,2/5/2011 18:01,1821,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,2422,49,42.02125639,-87.67016878
HT149064,2/5/2011 17:42,2027,CRACK,STREET,924,11,41.8356819,-87.63511368
HT148986,2/5/2011 16:50,2024,HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),1132,28,41.87630211,-87.72426911
HT148962,2/5/2011 16:45,1811,CANNABIS 30GMS OR LESS,STREET,214,3,41.81845844,-87.62251587
HT148963,2/5/2011 16:45,2027,CRACK,STREET,934,16,41.80137182,-87.65274963
HT148943,2/5/2011 16:37,1811,CANNABIS 30GMS OR LESS,STREET,633,6,41.72742269,-87.61776145
HT149015,2/5/2011 16:00,1811,CANNABIS 30GMS OR LESS,SIDEWALK,334,7,41.75913653,-87.56310962
HT148840,2/5/2011 15:27,1811,CANNABIS 30GMS OR LESS,STREET,831,15,41.77178656,-87.68859242
HT148865,2/5/2011 15:20,2024,HEROIN(WHITE),STREET,324,8,41.76049258,-87.58475505
HT148875,2/5/2011 15:20,2021,BARBITUATES,STREET,2123,4,41.81152362,-87.60110076
HT148866,2/5/2011 15:10,2022,COCAINE,SIDEWALK,1111,37,41.89853286,-87.73095977
HT148895,2/5/2011 14:46,1811,CANNABIS 30GMS OR LESS,STREET,1531,37,41.89509172,-87.74850475
HT148735,2/5/2011 14:20,1811,CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),623,17,41.75066609,-87.63410812
HT148682,2/5/2011 13:39,1811,CANNABIS 30GMS OR LESS,GAS STATION,1011,24,41.86613064,-87.71990504
HT148657,2/5/2011 13:23,2022,COCAINE,STREET,1712,39,41.970704,-87.71817461
HT148679,2/5/2011 13:07,1811,CANNABIS 30GMS OR LESS,STREET,2232,34,41.70400144,-87.65048527
HT148802,2/5/2011 12:55,2028,SYNTHETIC DRUGS,STREET,312,20,41.78009671,-87.61335212
HT148644,2/5/2011 12:50,2024,HEROIN(WHITE),STREET,1113,28,41.88547372,-87.73635235
HT148600,2/5/2011 12:45,1811,CANNABIS 30GMS OR LESS,STREET,2222,21,41.734972,-87.64741313
